Seq_id,Strand,Start,End,Length,Block,sp,Size,Description
22,+,43489468,43498694,9226,1562,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37080375,37089847,9472,1563,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,43498976,43510777,11801,1563,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37090309,37127230,36921,1564,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,43515242,43554142,38900,1564,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37128253,37149747,21494,1565,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,43554142,43578374,24232,1565,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37153694,37160733,7039,1566,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,43583705,43591532,7827,1566,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37161170,37166347,5177,1567,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,43593333,43598947,5614,1567,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37167215,37178989,11774,1568,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,43598956,43642230,43274,1568,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37217246,37222927,5681,1569,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,43665662,43671421,5759,1569,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37224104,37246672,22568,1570,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,43671421,43697089,25668,1570,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37246978,37253359,6381,1571,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,43700272,43706597,6325,1571,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37253628,37263008,9380,1572,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,43706597,43716646,10049,1572,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37266914,37285202,18288,1573,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,43720236,43742442,22206,1573,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37285513,37304657,19144,1574,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,43746081,43767013,20932,1574,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37307652,37318631,10979,1575,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,43771210,43782779,11569,1575,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37318835,37327782,8947,1576,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,43782779,43792291,9512,1576,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37328591,37334946,6355,1577,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,43792456,43799412,6956,1577,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37336062,37401487,65425,1578,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,43800691,43871188,70497,1578,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37470618,37479259,8641,1579,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,43943674,43952973,9299,1579,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37602533,37610825,8292,1580,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44090835,44099226,8391,1580,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37613221,37632783,19562,1581,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44101430,44123548,22118,1581,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37696670,37753549,56879,1582,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44191788,44254966,63178,1582,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37754234,37770031,15797,1583,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44261573,44277974,16401,1583,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37771995,37791238,19243,1584,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44278606,44299466,20860,1584,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37792192,37803973,11781,1585,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44301073,44315601,14528,1585,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37805591,37812485,6894,1586,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44317753,44325482,7729,1586,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37817660,37827500,9840,1587,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44335286,44346041,10755,1587,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37832452,37849430,16978,1588,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44350360,44368336,17976,1588,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37854021,37944544,90523,1589,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44370478,44467682,97204,1589,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37951325,37967884,16559,1590,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44474269,44491733,17464,1590,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37968211,37982864,14653,1591,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44493297,44509293,15996,1591,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,37986557,38032285,45728,1592,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44512936,44560271,47335,1592,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38032323,38046004,13681,1593,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44560530,44575412,14882,1593,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38047549,38059240,11691,1594,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44575454,44587684,12230,1594,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38069940,38083446,13506,1595,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44627777,44644140,16363,1595,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38084025,38090534,6509,1596,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44657149,44664510,7361,1596,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38092574,38112290,19716,1597,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44669220,44692633,23413,1597,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38117201,38126434,9233,1598,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44702123,44712135,10012,1598,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38129467,38135756,6289,1599,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44716490,44723217,6727,1599,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38169459,38184372,14913,1600,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44764232,44781414,17182,1600,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38184854,38194946,10092,1601,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44787753,44798911,11158,1601,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38195334,38214380,19046,1602,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44799828,44821253,21425,1602,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38219887,38232078,12191,1603,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44835232,44849031,13799,1603,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38238418,38244096,5678,1604,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44859940,44866008,6068,1604,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38245057,38252639,7582,1605,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44866433,44874639,8206,1605,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38253678,38267411,13733,1606,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44879029,44894207,15178,1606,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38267691,38273683,5992,1607,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44910091,44916189,6098,1607,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38277194,38284226,7032,1608,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44918784,44926115,7331,1608,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38288579,38293871,5292,1609,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44930083,44935503,5420,1609,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38294696,38306901,12205,1610,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44935503,44948626,13123,1610,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38307524,38323962,16438,1611,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44948826,44968986,20160,1611,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38324641,38330441,5800,1612,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44969374,44975933,6559,1612,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38340493,38354735,14242,1613,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,44987018,45002710,15692,1613,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38355884,38369512,13628,1614,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45002710,45017682,14972,1614,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38372182,38381128,8946,1615,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45025449,45037362,11913,1615,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38381548,38391201,9653,1616,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45046318,45056697,10379,1616,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38393995,38420277,26282,1617,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45058367,45087300,28933,1617,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38422785,38449303,26518,1618,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45090174,45118932,28758,1618,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38451021,38456473,5452,1619,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45121697,45127481,5784,1619,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38456473,38461719,5246,1620,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45127597,45134035,6438,1620,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38463270,38512291,49021,1621,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45134663,45187193,52530,1621,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38512775,38541698,28923,1622,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45187193,45219317,32124,1622,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38574643,38605442,30799,1623,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45253962,45289329,35367,1623,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38613539,38621309,7770,1624,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45308142,45316373,8231,1624,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38621873,38640926,19053,1625,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45317924,45337817,19893,1625,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38641162,38653092,11930,1626,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45337915,45350403,12488,1626,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38657287,38669878,12591,1627,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45354785,45368520,13735,1627,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38670200,38696417,26217,1628,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45368943,45396928,27985,1628,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38697727,38747458,49731,1629,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45398274,45452480,54206,1629,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38750572,38768112,17540,1630,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45463597,45482867,19270,1630,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38779169,38787662,8493,1631,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45493511,45502253,8742,1631,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38788940,38794388,5448,1632,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45502662,45508866,6204,1632,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38881312,38888352,7040,1633,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45601337,45609478,8141,1633,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38889552,38911154,21602,1634,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45609478,45633485,24007,1634,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38911787,38919678,7891,1635,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45633488,45642145,8657,1635,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38922638,38928186,5548,1636,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45644346,45650803,6457,1636,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38928611,38935084,6473,1637,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45650865,45658037,7172,1637,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38937020,38942135,5115,1638,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45661146,45666782,5636,1638,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38942693,38975671,32978,1639,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45667355,45702701,35346,1639,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,38976033,39040363,64330,1640,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45702915,45773782,70867,1640,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39040698,39064112,23414,1641,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45773782,45799270,25488,1641,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39064689,39077952,13263,1642,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45800451,45814175,13724,1642,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39085327,39099903,14576,1643,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45820253,45835684,15431,1643,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39100254,39128008,27754,1644,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45835684,45864529,28845,1644,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39128483,39147744,19261,1645,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45864529,45885350,20821,1645,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39148372,39184213,35841,1646,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45886117,45924112,37995,1646,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39184784,39206658,21874,1647,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45924112,45948615,24503,1647,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39207471,39236530,29059,1648,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45948615,45980292,31677,1648,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39236870,39251484,14614,1649,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,45983585,45998748,15163,1649,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39267132,39273244,6112,1650,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46021071,46027416,6345,1650,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39273581,39297372,23791,1651,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46027416,46054633,27217,1651,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39297581,39335550,37969,1652,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46058060,46100043,41983,1652,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39340581,39392532,51951,1653,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46106859,46163975,57116,1653,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39393351,39416044,22693,1654,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46165976,46189701,23725,1654,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39416473,39477219,60746,1655,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46189701,46254576,64875,1655,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39477219,39492778,15559,1656,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46255741,46272532,16791,1656,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39493066,39500853,7787,1657,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46275117,46283046,7929,1657,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39501121,39525812,24691,1658,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46283046,46309228,26182,1658,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39526466,39536460,9994,1659,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46309228,46319565,10337,1659,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39650153,39666917,16764,1660,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46440586,46460217,19631,1660,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39718844,39726824,7980,1661,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46514641,46523177,8536,1661,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39727401,39735009,7608,1662,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46523177,46531019,7842,1662,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39735580,39755501,19921,1663,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46531019,46554570,23551,1663,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39756144,39764285,8141,1664,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46564279,46574205,9926,1664,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39769048,39779244,10196,1665,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46578577,46590378,11801,1665,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39779637,39785175,5538,1666,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46591693,46597448,5755,1666,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39791102,39805125,14023,1667,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46602555,46617982,15427,1667,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39811256,39817553,6297,1668,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46630894,46637643,6749,1668,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39821389,39849115,27726,1669,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46651134,46680650,29516,1669,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39849491,39856752,7261,1670,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46680650,46688340,7690,1670,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39857211,39862630,5419,1671,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46688340,46694676,6336,1671,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39865353,39876336,10983,1672,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46698249,46709811,11562,1672,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39877605,39886788,9183,1673,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46711041,46720712,9671,1673,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39887149,39901010,13861,1674,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46720830,46734859,14029,1674,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39901500,39998434,96934,1675,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46734859,46836106,101247,1675,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,39999495,40007147,7652,1676,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46837618,46847217,9599,1676,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,40008755,40014156,5401,1677,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46848735,46854436,5701,1677,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,40015072,40032710,17638,1678,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46855337,46873859,18522,1678,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,40033750,40049689,15939,1679,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
22,+,46874650,46892941,18291,1679,GCF_003957565,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
20,+,40054699,40070684,15985,1680,GCF_003957565,61663524,GCF_003957565.2_bTaeGut1.4.pri.NC_044217.2
