gene	mRNA_begin	mRNA_end	label	Tree1_one_ratio	Tree1_two_ratio_forground	Tree1_two_ratio_background	Tree2_one_ratio	Tree2_two_ratio_forground	Tree2_two_ratio_background	Tree3_one_ratio	Tree3_two_ratio_forground	Tree3_two_ratio_background	Tree1_one_ratio_lnL	Tree1_two_ratio_lnL	Tree2_one_ratio_lnL	Tree2_two_ratio_lnL	Tree3_one_ratio_lnL	Tree3_two_ratio_lnL	lrt_1_1_p_value	lrt_1_1_q_value	lrt_2_2_p_value	lrt_2_2_q_value	lrt_3_3_p_value	lrt_3_3_q_value	BestT1	BestT2	BestT3	BestlnL	Besttree	highw5
GALGAL_R13138	60520610	60523845	nonoutlier	0.029039071	1.61812	0.0287817	0.029039071	0.225431	0.0287819	0.029039071	0.0001	0.0287818	-394.533088	-394.533089	-394.533088	-394.533088	-394.533088	-394.533088	1	1	1	1	1	1	-394.533088	-394.533088	-394.533088	-394.533088	1	0
GALGAL_R00483	60553258	60559310	nonoutlier	0.030286641	20.8575	0.0303193	0.030286641	0.377929	0.0303194	0.030286641	76.2528	0.0303192	-995.242048	-995.242036	-995.242036	-995.242036	-995.242062	-995.242036	0.996091196	1	1	1	0.994246422	1	-995.242036	-995.242036	-995.242036	-995.242036	1	1
GALGAL_R12713	60598934	60634581	nonoutlier	0.447595871	0.0608262	0.454237	0.445864662	0.945019	0.444853	0.446223112	2.60982	0.446253	-29769.61528	-29766.04021	-29767.61479	-29767.32423	-29775.32229	-29775.32219	0.007495772	1	0.445869738	1	0.988493144	1	-29766.04021	-29767.32423	-29775.32219	-29766.04021	1	0
GALGAL_R00277	60646225	60652950	nonoutlier	0.409818967	999	0.405868	0.411483254	0.0461617	0.415042	0.410967069	42.0634	0.410976	-4354.907055	-4353.796726	-4355.925462	-4355.774658	-4356.555252	-4356.55521	0.136175011	1	0.582876101	1	0.99268737	1	-4353.796726	-4355.774658	-4356.55521	-4353.796726	1	1
GALGAL_R13020	60671969	60692532	nonoutlier	0.217521902	0.053598	0.220161	0.215813028	5.88831	0.215821	0.215813028	134.68	0.215824	-4210.655045	-4210.000408	-4216.405024	-4216.405175	-4216.404799	-4216.404419	0.252526144	1	1	1	0.978006627	1	-4210.000408	-4216.405024	-4216.404419	-4210.000408	1	0
GALGAL_R00558	60949198	60960296	nonoutlier	0.496578987	999	0.495853	0.4969591	0.0001	0.498206	0.49676978	6.19494	0.496823	-8573.722607	-8573.393299	-8573.699413	-8573.485945	-8573.907886	-8573.908221	0.417048973	1	0.513496249	1	1	1	-8573.393299	-8573.485945	-8573.907886	-8573.393299	1	1
GALGAL_R00278	60965292	60977427	nonoutlier	0.349431463	0.0836564	0.351642	0.347958676	999	0.345474	0.348394324	0.0001	0.348406	-8542.887621	-8542.220126	-8546.085344	-8545.366335	-8546.166672	-8546.166337	0.247919428	1	0.230460341	1	0.979349576	1	-8542.220126	-8545.366335	-8546.166337	-8542.220126	1	0
GALGAL_R00663	62375304	62376992	nonoutlier	0.043925722	0.0001	0.0443332	0.043945385	0.0001	0.043917	0.043945385	9.33812	0.043917	-1098.31981	-1098.172806	-1098.655493	-1098.655476	-1098.655563	-1098.655597	0.587663484	1	0.9953476	1	1	1	-1098.172806	-1098.655476	-1098.655563	-1098.172806	1	0
GALGAL_R00560	62390034	62399627	nonoutlier	0.134593135	999	0.132973	0.135066338	0.0001	0.135082	0.135526316	49.2285	0.13508	-3835.486061	-3834.569583	-3835.540687	-3835.540441	-3835.109224	-3835.540935	0.175778796	1	0.982303515	1	1	1	-3834.569583	-3835.540441	-3835.109224	-3834.569583	1	1
GALGAL_R00562	62470591	62480327	nonoutlier	0.18321392	0.0001	0.183214	0.18321392	0.0001	0.183214	0.18321392	0.0001	0.183214	-3202.188455	-3202.188298	-3202.18866	-3202.188614	-3202.188591	-3202.188503	0.985862189	1	0.992347078	1	0.989415176	1	-3202.188298	-3202.188614	-3202.188503	-3202.188298	1	0
GALGAL_R12769	62611324	62623894	nonoutlier	0.236443409	0.0969932	0.237161	0.235804578	363.225	0.235613	0.235804578	2.79502	0.235835	-4921.053711	-4921.009385	-4921.682389	-4921.669345	-4921.682704	-4921.682701	0.765897904	1	0.871685592	1	0.998045592	1	-4921.009385	-4921.669345	-4921.682701	-4921.009385	1	0
GALGAL_R12830	62637208	62652239	nonoutlier	0.203886864	0.071906	0.204787	0.203809524	0.0001	0.204555	0.203357563	999	0.202581	-7512.490918	-7512.356398	-7513.136309	-7512.704128	-7513.035649	-7512.596771	0.603976476	1	0.352520889	1	0.34881703	1	-7512.356398	-7512.704128	-7512.596771	-7512.356398	1	0
GALGAL_R12722	62745654	62757037	nonoutlier	0.13674054	0.500528	0.135816	0.136473067	2.04591	0.136438	0.136473067	9.71629	0.136438	-3669.73699	-3669.446077	-3671.187681	-3671.187703	-3671.188011	-3671.188069	0.445597476	1	1	1	1	1	-3669.446077	-3671.187681	-3671.188011	-3669.446077	1	0
GALGAL_R12724	63282823	63302376	nonoutlier	0.03854935	0.0001	0.0390108	0.038107639	0.0001	0.0380929	0.038107639	0.0001	0.0380923	-1937.446766	-1937.205878	-1941.87133	-1941.871324	-1941.871343	-1941.871339	0.487618961	1	0.997236052	1	0.997743245	1	-1937.205878	-1941.871324	-1941.871339	-1937.205878	1	0
GALGAL_R00279	63672157	63819240	nonoutlier	0.174079292	0.0001	0.176681	0.172520455	0.0001	0.172568	0.172520455	3.76355	0.172567	-2105.324694	-2104.532078	-2106.789742	-2106.789629	-2106.789683	-2106.789955	0.208008673	1	0.988005617	1	1	1	-2104.532078	-2106.789629	-2106.789683	-2104.532078	1	0
GALGAL_R13038	64418842	64440050	nonoutlier	0.369705833	3.30371	0.367492	0.3711195	0.207126	0.37197	0.370882518	0.0001	0.371312	-22299.72035	-22298.44555	-22302.15778	-22301.9473	-22309.32864	-22309.21051	0.110321345	1	0.516465386	1	0.626913193	1	-22298.44555	-22301.9473	-22309.21051	-22298.44555	1	0
GALGAL_R12853	64596248	64598513	nonoutlier	0.122371444	0.0001	0.122406	0.122371444	0.160467	0.122405	0.122371444	13.6905	0.122406	-1246.132958	-1246.132939	-1246.133008	-1246.133009	-1246.133013	-1246.133017	0.99508154	1	1	1	1	1	-1246.132939	-1246.133008	-1246.133013	-1246.132939	1	0
GALGAL_R00340	64698130	64717390	nonoutlier	0.049575698	0.0001	0.0501453	0.049153266	0.0001	0.0491502	0.049148727	0.0001	0.0491515	-1526.994384	-1526.852327	-1527.603026	-1527.60302	-1527.602983	-1527.602968	0.594017346	1	0.997236052	1	0.995629828	1	-1526.852327	-1527.60302	-1527.602968	-1526.852327	1	0
GALGAL_R12840	64728002	64735325	nonoutlier	0.086026298	0.0001	0.0862358	0.085901858	0.295331	0.0859006	0.085901858	0.197503	0.0859004	-2828.681956	-2828.612266	-2828.807178	-2828.807244	-2828.807139	-2828.807116	0.708898156	1	1	1	0.994588525	1	-2828.612266	-2828.807178	-2828.807116	-2828.612266	1	0
GALGAL_R12768	64739394	64744636	nonoutlier	0.410628943	0.0001	0.412434	0.40910534	999	0.407405	0.40910534	999	0.407172	-4070.500263	-4069.901855	-4070.921821	-4070.799413	-4070.921809	-4070.588799	0.273958987	1	0.62074918	1	0.414442667	1	-4069.901855	-4070.799413	-4070.588799	-4069.901855	1	0
GALGAL_R12725	64880734	64930694	nonoutlier	0.095413738	0.0001	0.0967444	0.09473466	0.0001	0.0949101	0.09468232	0.0001	0.0946748	-8420.025973	-8417.706238	-8424.844371	-8424.625717	-8425.017253	-8425.01701	0.03124465	1	0.508424639	1	0.982411734	1	-8417.706238	-8424.625717	-8425.01701	-8417.706238	1	0
GALGAL_R00575	65371813	65447692	nonoutlier	0.293442038	0.0680509	0.297046	0.292154775	20.0367	0.292168	0.292154775	0.0001	0.292168	-4889.972265	-4889.549561	-4892.515086	-4892.515173	-4892.514681	-4892.514304	0.357854647	1	1	1	0.978093593	1	-4889.549561	-4892.515086	-4892.514304	-4889.549561	1	0
GALGAL_R00576	65538094	65547362	nonoutlier	0.225167163	999	0.222074	0.225167163	0.168976	0.225134	0.225167163	1.12373	0.225565	-1673.428263	-1672.977481	-1673.428514	-1673.428513	-1673.428446	-1675.073995	0.342362691	1	0.998871621	1	1	1	-1672.977481	-1673.428513	-1673.428446	-1672.977481	1	1
GALGAL_R13044	65756162	65760166	nonoutlier	0.251803399	999	0.250248	0.254355828	0.0001	0.255466	0.254425461	0.276189	0.254343	-3084.298753	-3083.451738	-3085.901106	-3085.393239	-3084.440845	-3084.439728	0.193070577	1	0.313533058	1	0.962301856	1	-3083.451738	-3085.393239	-3084.439728	-3083.451738	1	1
GALGAL_R00579	65778185	65781171	nonoutlier	0.529312348	999	0.52055	0.535350335	0.0001	0.535323	0.535350335	2.98387	0.535323	-4610.472235	-4607.748858	-4614.466344	-4614.466314	-4614.466244	-4614.466259	0.01960472	1	0.993819675	1	1	1	-4607.748858	-4614.466314	-4614.466244	-4607.748858	1	1
GALGAL_R13045	65795233	65819424	nonoutlier	0.052443029	0.0001	0.0523764	0.052235108	0.0001	0.0522316	0.052235108	0.0001	0.052233	-1665.411454	-1665.746812	-1665.748098	-1665.748046	-1665.748236	-1665.748203	1	1	0.991863283	1	0.993518027	1	-1665.411454	-1665.748046	-1665.748203	-1665.411454	1	0
GALGAL_R13046	65835287	65858091	nonoutlier	0.271824795	0.0984197	0.273102	0.27148467	59.4661	0.271494	0.271957032	40.8908	0.271489	-7681.810372	-7681.462165	-7685.073816	-7685.073537	-7684.574007	-7685.073602	0.403991272	1	0.981154105	1	1	1	-7681.462165	-7685.073537	-7684.574007	-7681.462165	1	0
GALGAL_R13047	65881982	65886011	nonoutlier	0.185560521	999	0.185051	0.185560521	16.2158	0.18554	0.185560521	16.2257	0.18554	-2779.314644	-2779.24637	-2779.31479	-2779.315149	-2779.314941	-2779.314981	0.711737174	1	1	1	1	1	-2779.24637	-2779.31479	-2779.314941	-2779.24637	1	1
GALGAL_R13048	66053302	66053744	nonoutlier	0.007743501	0.0001	0.00781012	0.007681552	0.319789	0.00768304	0.007681552	0.0001	0.00768325	-767.038613	-766.950296	-767.267804	-767.267807	-767.267468	-767.267438	0.67428203	1	1	1	0.993819675	1	-766.950296	-767.267804	-767.267438	-766.950296	1	0
GALGAL_R13049	66069065	66094722	nonoutlier	0.144826028	111.091	0.143862	0.145687382	13.643	0.145703	0.145753259	0.0001	0.14652	-5213.587188	-5213.094071	-5216.578339	-5216.585287	-5216.490412	-5216.055847	0.320664563	1	1	1	0.351196274	1	-5213.094071	-5216.578339	-5216.055847	-5213.094071	1	1
GALGAL_R00581	66127607	66150459	nonoutlier	0.082653314	999	0.081438	0.082389163	0.0001	0.0824451	0.082485667	0.0001	0.082669	-6205.649355	-6203.946427	-6207.34932	-6207.298105	-6206.9824	-6206.693518	0.0649654	1	0.748932799	1	0.447190099	1	-6203.946427	-6207.298105	-6206.693518	-6203.946427	1	1
GALGAL_R00288	66200755	66242146	nonoutlier	0.14977618	0.755318	0.148269	0.150106017	391.776	0.149577	0.151066481	0.0001	0.151085	-7599.156901	-7598.64448	-7603.556564	-7602.850678	-7604.226319	-7603.982759	0.31137322	1	0.234762454	1	0.485214827	1	-7598.64448	-7602.850678	-7603.982759	-7598.64448	1	0
GALGAL_R00365	66423429	66426060	nonoutlier	0.260729507	0.0001	0.263935	0.259290291	8.9527	0.259283	0.259290291	0.537255	0.259282	-2810.661832	-2810.302504	-2810.837586	-2810.837715	-2810.837722	-2810.837732	0.39658512	1	1	1	1	1	-2810.302504	-2810.837586	-2810.837722	-2810.302504	1	0
GALGAL_R00582	66540864	66576388	nonoutlier	0.067925112	0.254061	0.066842	0.067590454	50.125	0.067561	0.067590454	15.5054	0.0675612	-4195.01347	-4194.641337	-4196.126583	-4196.126968	-4196.126618	-4196.126955	0.388297744	1	1	1	1	1	-4194.641337	-4196.126583	-4196.126618	-4194.641337	1	0
GALGAL_R00584	67203481	67205472	nonoutlier	0.012485693	0.0001	0.0125186	0.012485693	13.2285	0.0125186	0.012485693	3.36372	0.0125186	-1926.079058	-1926.07905	-1926.079113	-1926.07927	-1926.079052	-1926.079253	0.99680847	1	1	1	1	1	-1926.07905	-1926.079113	-1926.079052	-1926.07905	1	0
GALGAL_R12731	67211130	67227029	nonoutlier	0.121994657	0.0001	0.12313	0.121570657	0.0001	0.121542	0.121859017	0.276658	0.121385	-5245.782846	-5244.645991	-5249.191884	-5249.191699	-5247.525384	-5247.426577	0.131584571	1	0.98465333	1	0.656653689	1	-5244.645991	-5249.191699	-5247.426577	-5244.645991	1	0
GALGAL_R00585	67247925	67259603	nonoutlier	0.234485403	0.0001	0.237005	0.234318555	16.3589	0.234336	0.234318555	4.60538	0.23433	-3977.735331	-3976.913047	-3977.752628	-3977.752803	-3977.752303	-3977.752593	0.199699871	1	1	1	1	1	-3976.913047	-3977.752628	-3977.752303	-3976.913047	1	0
GALGAL_R13051	67661331	67696303	nonoutlier	0.117721157	0.418237	0.114984	0.120450904	0.0001	0.120735	0.120342857	3.17395	0.120321	-3497.327114	-3496.536453	-3504.35373	-3504.183706	-3504.502043	-3504.502174	0.208570373	1	0.559801517	1	1	1	-3496.536453	-3504.183706	-3504.502043	-3496.536453	1	0
GALGAL_R00293	67900154	67926747	nonoutlier	0.020085144	14.9526	0.0201095	0.020056682	1.40589	0.0201093	0.020056682	0.0001	0.0201096	-1229.651427	-1229.667947	-1229.667746	-1229.667914	-1229.667639	-1229.667623	1	1	1	1	0.995486507	1	-1229.651427	-1229.667746	-1229.667623	-1229.651427	1	1
GALGAL_R00339	68048141	68049680	nonoutlier	7.65E-05	2.26693	0.0001	7.65E-05	999	0.0001	7.65E-05	0.193762	0.0001	-1051.989316	-1051.989356	-1051.989322	-1051.989322	-1051.989332	-1051.989344	1	1	1	1	1	1	-1051.989316	-1051.989322	-1051.989332	-1051.989316	1	0
GALGAL_R00587	68691581	68759890	nonoutlier	0.069926782	17.1544	0.0699036	0.069926782	11.6801	0.0699036	0.069926782	0.0001	0.0699036	-2603.020569	-2603.020718	-2603.020659	-2603.02072	-2603.020641	-2603.020626	1	1	1	1	0.995629828	1	-2603.020569	-2603.020659	-2603.020626	-2603.020569	1	1
GALGAL_R13057	69002508	69035171	nonoutlier	0.074740972	0.0939837	0.0745902	0.075072667	0.0001	0.0751076	0.075072667	0.0001	0.0751103	-6418.844176	-6418.82873	-6422.37979	-6422.379619	-6422.380034	-6422.379856	0.860481552	1	0.985245369	1	0.984946437	1	-6418.82873	-6422.379619	-6422.379856	-6418.82873	1	0
GALGAL_R00590	69057290	69061234	nonoutlier	0.597388466	0.0001	0.60093	0.595501555	0.610912	0.595482	0.595501555	52.6561	0.595476	-3715.8945	-3715.354692	-3716.084636	-3716.084638	-3716.084449	-3716.084405	0.298783475	1	1	1	0.992515289	1	-3715.354692	-3716.084636	-3716.084405	-3715.354692	1	0
GALGAL_R13058	69086622	69113776	nonoutlier	0.329366217	999	0.327646	0.330159639	0.0001	0.330193	0.330088052	999	0.329644	-7898.459894	-7898.05114	-7899.834112	-7899.833592	-7899.817847	-7899.762739	0.365909777	1	0.974273455	1	0.739898357	1	-7898.05114	-7899.833592	-7899.762739	-7898.05114	1	1
GALGAL_R12845	69475889	69477939	nonoutlier	0.728263742	0.417024	0.731476	0.728158536	0.0410442	0.733919	0.726789581	0.579699	0.726756	-6943.600198	-6943.429811	-6948.82708	-6947.961438	-6950.559948	-6950.559946	0.559382795	1	0.188247002	1	0.998404232	1	-6943.429811	-6947.961438	-6950.559946	-6943.429811	1	0
GALGAL_R12767	69781395	69793359	nonoutlier	0.434756343	0.582766	0.433911	0.433435706	999	0.431639	0.434590985	232.575	0.434621	-9407.279405	-9407.219447	-9416.188579	-9414.987153	-9417.664111	-9417.663817	0.729125612	1	0.121114266	1	0.980654224	1	-9407.219447	-9414.987153	-9417.663817	-9407.219447	1	0
GALGAL_R00297	69814605	69923063	nonoutlier	0.29459097	1.47106	0.292735	0.295314592	23.2397	0.295297	0.295062941	8.28825	0.294512	-18769.75234	-18768.83764	-18774.24341	-18774.24428	-18773.53005	-18773.43646	0.176198195	1	1	1	0.665280834	1	-18768.83764	-18774.24341	-18773.43646	-18768.83764	1	0
GALGAL_R12738	72683443	72708423	nonoutlier	0.064000775	0.259636	0.0634548	0.064634736	0.0001	0.0646332	0.064628483	4.67491	0.0646333	-6014.34961	-6013.971868	-6018.071493	-6018.071366	-6018.070447	-6018.072023	0.384745499	1	0.987284351	1	1	1	-6013.971868	-6018.071366	-6018.070447	-6013.971868	1	0
GALGAL_R13061	72757308	72801016	nonoutlier	0.120011484	0.0001	0.121023	0.119462704	12.6024	0.119466	0.119462704	1.95227	0.119466	-4791.89205	-4790.947205	-4793.981588	-4793.981944	-4793.981449	-4793.981735	0.169236891	1	1	1	1	1	-4790.947205	-4793.981588	-4793.981449	-4790.947205	1	0
GALGAL_R00298	72995781	73023213	nonoutlier	0.239171375	0.433437	0.238962	0.239179526	0.801215	0.239178	0.239131799	452.467	0.238808	-15084.82112	-15084.78414	-15086.78413	-15086.78432	-15086.74211	-15086.46384	0.785641808	1	1	1	0.455657698	1	-15084.78414	-15086.78413	-15086.46384	-15084.78414	1	0
GALGAL_R13065	73123674	73136257	nonoutlier	0.100840336	0.0001	0.101394	0.10031348	0.0001	0.10028	0.10031348	0.820726	0.10028	-3773.558722	-3773.300358	-3774.220529	-3774.220467	-3774.220715	-3774.220806	0.472240771	1	0.991115317	1	1	1	-3773.300358	-3774.220467	-3774.220715	-3773.300358	1	0
GALGAL_R00593	73142697	73162804	nonoutlier	0.163023111	9.95099	0.163014	0.163023111	0.0001	0.163015	0.163023111	0.277979	0.163013	-5031.689037	-5031.69033	-5031.689647	-5031.68928	-5031.689911	-5031.68993	1	1	0.978386009	1	1	1	-5031.689037	-5031.68928	-5031.689911	-5031.689037	1	0
GALGAL_R00363	73182464	73199571	nonoutlier	0.09678395	0.253757	0.0955033	0.097730012	59.2931	0.0976935	0.097730012	23.8829	0.0976941	-3778.849234	-3778.529979	-3785.359228	-3785.35856	-3785.359544	-3785.359766	0.424250863	1	0.970842748	1	1	1	-3778.529979	-3785.35856	-3785.359544	-3778.529979	1	0
GALGAL_R00323	73226284	73274932	nonoutlier	0.167597765	50.7817	0.167286	0.167597765	0.0001	0.167586	0.167597765	83.4509	0.167561	-5137.788988	-5137.765882	-5137.789864	-5137.78974	-5137.789477	-5137.789215	0.829790891	1	0.987435421	1	0.981737183	1	-5137.765882	-5137.78974	-5137.789215	-5137.765882	1	1
GALGAL_R17256	73280389	73281102	nonoutlier	0.279637057	0.0001	0.280654	0.279637057	0.0001	0.279675	0.279637057	2.61902	0.27966	-3319.925352	-3319.852157	-3319.925493	-3319.92519	-3319.92564	-3319.925963	0.702009354	1	0.980360406	1	1	1	-3319.852157	-3319.92519	-3319.92564	-3319.852157	1	0
GALGAL_R13066	74560322	74641943	nonoutlier	0.025346852	0.0001	0.0256215	0.025088028	16.0592	0.0250473	0.025103497	0.157615	0.0249035	-11378.4346	-11377.56666	-11386.61822	-11386.62034	-11385.87178	-11385.80992	0.18766374	1	1	1	0.725045017	1	-11377.56666	-11386.61822	-11385.80992	-11377.56666	1	0
GALGAL_R12741	75480303	75502936	nonoutlier	0.391157168	0.334749	0.391497	0.3904237	1.06676	0.389222	0.391355301	0.347346	0.391412	-15812.11794	-15812.09738	-15815.03977	-15814.61944	-15819.06976	-15819.06911	0.839318032	1	0.35920865	1	0.971193899	1	-15812.09738	-15814.61944	-15819.06911	-15812.09738	1	0
GALGAL_R13067	75570003	75573271	nonoutlier	0.226949138	0.0001	0.227983	0.226482924	0.0001	0.226468	0.226482924	47.5459	0.226467	-2758.139171	-2757.892859	-2758.232529	-2758.232437	-2758.232539	-2758.232391	0.482759127	1	0.989177299	1	0.986273352	1	-2757.892859	-2758.232437	-2758.232391	-2757.892859	1	0
GALGAL_R00598	76092208	76140437	nonoutlier	0.167393365	0.0001	0.168101	0.166918715	11.4267	0.16688	0.166729643	54.6225	0.166896	-7832.51714	-7831.690779	-7835.184743	-7835.185079	-7835.184319	-7835.185562	0.198588857	1	1	1	1	1	-7831.690779	-7835.184743	-7835.184319	-7831.690779	1	0
GALGAL_R13068	76182240	76201354	nonoutlier	0.206069506	0.0001	0.209793	0.203269416	0.232028	0.203268	0.201260039	999	0.197817	-2501.103753	-2499.804271	-2504.180106	-2504.180106	-2500.772034	-2500.415144	0.106933596	1	1	1	0.398191792	1	-2499.804271	-2504.180106	-2500.415144	-2499.804271	1	0
GALGAL_R13146	76220553	76222852	nonoutlier	0.432660851	0.0001	0.432692	0.432660851	2.39632	0.432692	0.432660851	0.0001	0.432692	-839.254347	-839.254324	-839.254349	-839.254342	-839.254363	-839.254361	0.994588525	1	0.997014596	1	0.998404232	1	-839.254324	-839.254342	-839.254361	-839.254324	1	0
GALGAL_R00301	76234154	76267077	nonoutlier	0.220856295	0.0001	0.220842	0.220875021	48.7468	0.220841	0.220875021	20.1824	0.22084	-4978.034137	-4978.033761	-4978.035008	-4978.035265	-4978.033825	-4978.034907	0.978122658	1	1	1	1	1	-4978.033761	-4978.035008	-4978.033825	-4978.033761	1	0
GALGAL_R13148	76269834	76272175	nonoutlier	0.184675275	0.0001	0.189238	0.180634548	999	0.178062	0.18298253	1.04875	0.182994	-1473.061325	-1471.753117	-1473.101128	-1472.106868	-1474.946429	-1474.94643	0.105763079	1	0.158495712	1	1	1	-1471.753117	-1472.106868	-1474.946429	-1471.753117	1	0
GALGAL_R00601	76957631	76971258	nonoutlier	0.35352059	0.394687	0.353447	0.353763099	0.368909	0.353764	0.353818805	5.79359	0.353695	-30163.45956	-30163.45522	-30166.8495	-30166.84933	-30167.61869	-30167.59969	0.925737174	1	0.984946437	1	0.845419045	1	-30163.45522	-30166.84933	-30167.59969	-30163.45522	1	0
GALGAL_R00603	77032062	77086021	nonoutlier	0.111319506	0.0001	0.113219	0.109827849	2.40414	0.10978	0.110477861	0.0001	0.112476	-1761.360266	-1760.792685	-1764.123024	-1764.123086	-1762.117333	-1761.524104	0.286676947	1	1	1	0.276045186	1	-1760.792685	-1764.123024	-1761.524104	-1760.792685	1	0
GALGAL_R17253	77832803	77836018	nonoutlier	0.388695002	0.899766	0.387527	0.389607965	4.28091	0.389578	0.389397051	324.074	0.38914	-17158.27222	-17158.14126	-17161.02242	-17161.02396	-17160.64749	-17160.31792	0.608793206	1	1	1	0.416862306	1	-17158.14126	-17161.02242	-17160.31792	-17158.14126	1	0
GALGAL_R00302	77886718	77904907	nonoutlier	0.144471512	0.947997	0.141949	0.144776825	1.85737	0.144692	0.144679989	80.1387	0.14469	-7146.880091	-7145.336617	-7152.922964	-7153.061438	-7153.062708	-7153.061441	0.078922708	1	1	1	0.959852364	1	-7145.336617	-7152.922964	-7153.061441	-7145.336617	1	0
GALGAL_R13072	78114170	78120251	nonoutlier	0.309640409	1.7954	0.308002	0.310131008	0.243337	0.310417	0.311155694	1.85951	0.311152	-6196.321394	-6196.02893	-6197.35592	-6197.349332	-6199.487516	-6199.487798	0.444387159	1	0.908614145	1	1	1	-6196.02893	-6197.349332	-6199.487516	-6196.02893	1	0
GALGAL_R00607	78388500	78390364	nonoutlier	0.023325247	0.0001	0.0233397	0.023325247	0.0001	0.0233396	0.023325247	42.5226	0.0233396	-2078.848278	-2078.848216	-2078.848609	-2078.848578	-2078.848268	-2078.848936	0.991115317	1	0.993717516	1	1	1	-2078.848216	-2078.848578	-2078.848268	-2078.848216	1	0
GALGAL_R12796	78666860	78729750	nonoutlier	0.428979504	2.17481	0.426266	0.429753245	0.850463	0.429256	0.430101385	0.232558	0.431079	-15682.30665	-15681.33613	-15688.97556	-15688.88837	-15685.57809	-15685.43897	0.163554572	1	0.676241138	1	0.597846581	1	-15681.33613	-15688.88837	-15685.43897	-15681.33613	1	0
GALGAL_R17381	78882086	78892192	nonoutlier	0.789426723	0.298059	0.812611	0.789426723	44.1079	0.7879	0.789426723	820.103	0.777504	-6359.036953	-6357.784864	-6359.036953	-6359.024454	-6359.036957	-6357.887788	0.113544716	1	0.874372045	1	0.129512514	1	-6357.784864	-6359.024454	-6357.887788	-6357.784864	1	0
GALGAL_R13075	78930936	78984408	nonoutlier	0.049107503	0.254248	0.0482933	0.050275259	0.0001	0.0504658	0.050100847	0.0001	0.0501337	-6977.814657	-6976.736901	-6983.978138	-6983.725732	-6986.665887	-6986.665817	0.142059082	1	0.477393368	1	0.990559523	1	-6976.736901	-6983.725732	-6986.665817	-6976.736901	1	0
GALGAL_R13077	79113282	79165015	nonoutlier	0.006944444	0.0001	0.00692901	0.006904127	0.0001	0.00684513	0.006904127	0.441304	0.00684498	-2887.266566	-2887.239854	-2888.193494	-2888.193487	-2888.193718	-2888.193795	0.817208897	1	0.997014596	1	1	1	-2887.239854	-2888.193487	-2888.193718	-2887.239854	1	0
GALGAL_R00610	79292890	79316330	nonoutlier	0.331424936	0.0328274	0.334066	0.330165518	0.68127	0.329781	0.330011074	999	0.329474	-13478.14364	-13476.50826	-13480.65722	-13480.59919	-13481.31938	-13481.20065	0.070525202	1	0.73333882	1	0.62604814	1	-13476.50826	-13480.59919	-13481.20065	-13476.50826	1	0
GALGAL_R17731	79322986	79327680	nonoutlier	0.735146645	3.51409	0.725236	0.737973038	359.013	0.734713	0.737973038	4.64374	0.737931	-3221.807018	-3221.337624	-3224.778393	-3224.571817	-3224.778537	-3224.778398	0.332589732	1	0.520373995	1	0.986697222	1	-3221.337624	-3224.571817	-3224.778398	-3221.337624	1	0
GALGAL_R13078	79518348	79523740	nonoutlier	0.115477032	0.0001	0.116038	0.11520575	3.93548	0.115203	0.11520575	15.3975	0.115203	-2351.561649	-2351.317175	-2351.99669	-2351.996706	-2351.996529	-2351.996699	0.484396953	1	1	1	1	1	-2351.317175	-2351.99669	-2351.996529	-2351.317175	1	0
GALGAL_R00612	79997725	80084207	nonoutlier	0.125944388	0.10824	0.126076	0.126212086	127.902	0.12564	0.126378748	41.4959	0.126222	-6226.463494	-6226.456938	-6229.526205	-6229.175727	-6229.287177	-6229.527998	0.908835389	1	0.402462651	1	1	1	-6226.456938	-6229.175727	-6229.287177	-6226.456938	1	0
GALGAL_R00306	80386685	80408794	nonoutlier	0.116171831	999	0.113981	0.11860013	0.0001	0.118597	0.11860013	5.44414	0.118597	-2012.555644	-2011.104764	-2015.530758	-2015.53074	-2015.53083	-2015.530819	0.088482894	1	0.995212721	1	0.996257603	1	-2011.104764	-2015.53074	-2015.530819	-2011.104764	1	1
GALGAL_R00307	80439127	80461005	nonoutlier	0.132613909	0.0001	0.133556	0.13182794	5.12522	0.131846	0.13182794	0.0001	0.131845	-5178.874688	-5178.067817	-5180.303911	-5180.304103	-5180.303926	-5180.303812	0.203966589	1	1	1	0.987952665	1	-5178.067817	-5180.303911	-5180.303812	-5178.067817	1	0
GALGAL_R13118	80522178	80526558	nonoutlier	0.321335373	0.0001	0.321345	0.321335373	1.01228	0.321345	0.321335373	17.9119	0.321345	-2451.098549	-2451.098514	-2451.098606	-2451.098607	-2451.098608	-2451.098608	0.993324497	1	1	1	1	1	-2451.098514	-2451.098606	-2451.098608	-2451.098514	1	0
GALGAL_R00308	80551890	80564646	nonoutlier	0.352761569	0.289328	0.353964	0.353818255	0.0001	0.353799	0.353818255	0.0001	0.353799	-4408.918332	-4408.889338	-4417.290046	-4417.289884	-4417.28983	-4417.289813	0.809704722	1	0.985638853	1	0.9953476	1	-4408.889338	-4417.289884	-4417.289813	-4408.889338	1	0
