"Gene","clade","Chromosome","ws","we","wstart","outlier"
42448,"Columbea","chr4",29850000,29860000,735,TRUE
42449,"Columbea","chr4",29860000,29870000,855,TRUE
42450,"Columbea","chr4",29870000,29880000,68,TRUE
42451,"Columbea","chr4",29880000,29890000,1,TRUE
42452,"Columbea","chr4",29910000,29920000,985,TRUE
42453,"Columbea","chr4",29920000,29930000,1,TRUE
42454,"Columbea","chr4",29940000,29950000,1,TRUE
42455,"Columbea","chr4",29950000,29960000,660,TRUE
42458,"Columbea","chr4",30050000,30060000,752,TRUE
42461,"Columbea","chr4",30110000,30120000,379,TRUE
42462,"Columbea","chr4",30120000,30130000,287,TRUE
42464,"Columbea","chr4",30140000,30150000,923,TRUE
42465,"Columbea","chr4",30150000,30160000,663,TRUE
42466,"Columbea","chr4",30160000,30170000,0,TRUE
42467,"Columbea","chr4",30170000,30180000,272,TRUE
42469,"Columbea","chr4",30200000,30210000,63,TRUE
42470,"Columbea","chr4",30210000,30220000,29,TRUE
42471,"Columbea","chr4",30220000,30230000,88,TRUE
42472,"Columbea","chr4",30230000,30240000,125,TRUE
42474,"Columbea","chr4",30260000,30270000,0,TRUE
42475,"Columbea","chr4",30270000,30280000,153,TRUE
42476,"Columbea","chr4",30280000,30290000,933,TRUE
42477,"Columbea","chr4",30290000,30300000,1,TRUE
42479,"Columbea","chr4",30380000,30390000,501,TRUE
42481,"Columbea","chr4",30400000,30410000,92,TRUE
42483,"Columbea","chr4",30410000,30420000,0,TRUE
42484,"Columbea","chr4",30420000,30430000,672,TRUE
42485,"Columbea","chr4",30500000,30510000,0,TRUE
42487,"Columbea","chr4",30510000,30520000,535,TRUE
42488,"Columbea","chr4",30520000,30530000,462,TRUE
42489,"Columbea","chr4",30530000,30540000,786,TRUE
42490,"Columbea","chr4",30540000,30550000,689,TRUE
42492,"Columbea","chr4",30560000,30570000,766,TRUE
42497,"Columbea","chr4",30620000,30630000,436,TRUE
42498,"Columbea","chr4",30640000,30650000,729,TRUE
42499,"Columbea","chr4",30650000,30660000,125,TRUE
42501,"Columbea","chr4",30740000,30750000,517,TRUE
42502,"Columbea","chr4",30760000,30770000,880,TRUE
42503,"Columbea","chr4",30770000,30780000,984,TRUE
42504,"Columbea","chr4",30780000,30790000,13,TRUE
42505,"Columbea","chr4",30790000,30800000,223,TRUE
42508,"Columbea","chr4",30810000,30820000,123,TRUE
42509,"Columbea","chr4",30820000,30830000,0,TRUE
42510,"Columbea","chr4",30830000,30840000,498,TRUE
42512,"Columbea","chr4",30850000,30860000,619,TRUE
42513,"Columbea","chr4",30890000,30900000,593,TRUE
42514,"Columbea","chr4",30900000,30910000,4,TRUE
42516,"Columbea","chr4",30910000,30920000,899,TRUE
42517,"Columbea","chr4",30920000,30930000,147,TRUE
42518,"Columbea","chr4",30930000,30940000,0,TRUE
42519,"Columbea","chr4",30940000,30950000,354,TRUE
42520,"Columbea","chr4",30950000,30960000,965,TRUE
42522,"Columbea","chr4",30970000,30980000,1,TRUE
42523,"Columbea","chr4",30980000,30990000,460,TRUE
42524,"Columbea","chr4",30990000,31000000,999,TRUE
42525,"Columbea","chr4",31000000,31010000,255,TRUE
42528,"Columbea","chr4",31010000,31020000,917,TRUE
42531,"Columbea","chr4",31150000,31160000,0,TRUE
42533,"Columbea","chr4",31170000,31180000,159,TRUE
42534,"Columbea","chr4",31180000,31190000,174,TRUE
42535,"Columbea","chr4",31190000,31200000,1000,TRUE
42536,"Columbea","chr4",31200000,31210000,940,TRUE
42538,"Columbea","chr4",31210000,31220000,882,TRUE
42540,"Columbea","chr4",31230000,31240000,56,TRUE
42541,"Columbea","chr4",31240000,31250000,497,TRUE
42542,"Columbea","chr4",31250000,31260000,1,TRUE
42546,"Columbea","chr4",31300000,31310000,157,TRUE
42548,"Columbea","chr4",31310000,31320000,993,TRUE
42549,"Columbea","chr4",31320000,31330000,131,TRUE
42550,"Columbea","chr4",31330000,31340000,113,TRUE
42552,"Columbea","chr4",31350000,31360000,3,TRUE
42553,"Columbea","chr4",31380000,31390000,937,TRUE
42554,"Columbea","chr4",31390000,31400000,560,TRUE
42556,"Columbea","chr4",31410000,31420000,0,TRUE
42558,"Columbea","chr4",31430000,31440000,397,TRUE
42560,"Columbea","chr4",31560000,31570000,947,TRUE
42562,"Columbea","chr4",31660000,31670000,497,TRUE
42563,"Columbea","chr4",31670000,31680000,724,TRUE
42565,"Columbea","chr4",31690000,31700000,781,TRUE
42570,"Columbea","chr4",31730000,31740000,852,TRUE
42571,"Columbea","chr4",31740000,31750000,999,TRUE
42572,"Columbea","chr4",31750000,31760000,860,TRUE
42573,"Columbea","chr4",31760000,31770000,518,TRUE
42574,"Columbea","chr4",31770000,31780000,362,TRUE
42575,"Columbea","chr4",31780000,31790000,109,TRUE
42576,"Columbea","chr4",31790000,31800000,35,TRUE
42577,"Columbea","chr4",31800000,31810000,1000,TRUE
42578,"Columbea","chr4",31810000,31820000,999,TRUE
42579,"Columbea","chr4",31820000,31830000,306,TRUE
42580,"Columbea","chr4",31830000,31840000,875,TRUE
42581,"Columbea","chr4",31840000,31850000,608,TRUE
42582,"Columbea","chr4",31850000,31860000,240,TRUE
42583,"Columbea","chr4",31860000,31870000,701,TRUE
42584,"Columbea","chr4",31870000,31880000,913,TRUE
42585,"Columbea","chr4",31880000,31890000,842,TRUE
42586,"Columbea","chr4",31890000,31900000,422,TRUE
42587,"Columbea","chr4",31900000,31910000,614,TRUE
42588,"Columbea","chr4",31910000,31920000,21,TRUE
42589,"Columbea","chr4",31920000,31930000,345,TRUE
42590,"Columbea","chr4",31930000,31940000,342,TRUE
42591,"Columbea","chr4",31940000,31950000,783,TRUE
42592,"Columbea","chr4",31950000,31960000,0,TRUE
42593,"Columbea","chr4",31960000,31970000,152,TRUE
42594,"Columbea","chr4",31970000,31980000,64,TRUE
42595,"Columbea","chr4",31980000,31990000,0,TRUE
42596,"Columbea","chr4",31990000,32000000,874,TRUE
42597,"Columbea","chr4",32000000,32010000,367,TRUE
42599,"Columbea","chr4",32010000,32020000,1,TRUE
42600,"Columbea","chr4",32020000,32030000,294,TRUE
42603,"Columbea","chr4",32140000,32150000,0,TRUE
42604,"Columbea","chr4",32150000,32160000,0,TRUE
42606,"Columbea","chr4",32170000,32180000,0,TRUE
42607,"Columbea","chr4",32180000,32190000,818,TRUE
42609,"Columbea","chr4",32200000,32210000,826,TRUE
42611,"Columbea","chr4",32290000,32300000,999,TRUE
42616,"Columbea","chr4",32670000,32680000,559,TRUE
42671,"Columbea","chr4",33510000,33520000,999,TRUE
42673,"Columbea","chr4",33560000,33570000,159,TRUE
42674,"Columbea","chr4",33570000,33580000,13,TRUE
42675,"Columbea","chr4",33620000,33630000,1,TRUE
42676,"Columbea","chr4",33630000,33640000,127,TRUE
42677,"Columbea","chr4",33640000,33650000,54,TRUE
42679,"Columbea","chr4",33700000,33710000,0,TRUE
42681,"Columbea","chr4",33740000,33750000,998,TRUE
42682,"Columbea","chr4",33770000,33780000,5,TRUE
42683,"Columbea","chr4",33780000,33790000,12,TRUE
42684,"Columbea","chr4",33820000,33830000,677,TRUE
42685,"Columbea","chr4",33830000,33840000,821,TRUE
42686,"Columbea","chr4",33900000,33910000,3,TRUE
42688,"Columbea","chr4",33910000,33920000,0,TRUE
42689,"Columbea","chr4",33920000,33930000,936,TRUE
42690,"Columbea","chr4",33930000,33940000,8,TRUE
42691,"Columbea","chr4",33940000,33950000,514,TRUE
42692,"Columbea","chr4",33950000,33960000,749,TRUE
42693,"Columbea","chr4",33960000,33970000,377,TRUE
42694,"Columbea","chr4",33970000,33980000,514,TRUE
42695,"Columbea","chr4",33990000,34000000,754,TRUE
42696,"Columbea","chr4",34000000,34010000,1,TRUE
42702,"Columbea","chr4",34040000,34050000,306,TRUE
42703,"Columbea","chr4",34050000,34060000,0,TRUE
42704,"Columbea","chr4",34060000,34070000,107,TRUE
42707,"Columbea","chr4",34100000,34110000,216,TRUE
42711,"Columbea","chr4",34320000,34330000,1000,TRUE
42712,"Columbea","chr4",34330000,34340000,999,TRUE
42713,"Columbea","chr4",34340000,34350000,0,TRUE
42714,"Columbea","chr4",34350000,34360000,999,TRUE
42715,"Columbea","chr4",34360000,34370000,578,TRUE
42716,"Columbea","chr4",34370000,34380000,247,TRUE
42717,"Columbea","chr4",34380000,34390000,151,TRUE
42718,"Columbea","chr4",34400000,34410000,825,TRUE
42719,"Columbea","chr4",34410000,34420000,161,TRUE
42720,"Columbea","chr4",34430000,34440000,454,TRUE
42722,"Columbea","chr4",34450000,34460000,925,TRUE
42723,"Columbea","chr4",34460000,34470000,32,TRUE
42724,"Columbea","chr4",34470000,34480000,1,TRUE
42748,"Columbea","chr4",34890000,34900000,775,FALSE
42901,"Columbea","chr4",37140000,37150000,723,FALSE
42921,"Columbea","chr4",37370000,37380000,0,FALSE
42944,"Columbea","chr4",37710000,37720000,0,FALSE
43217,"Columbea","chr4",41160000,41170000,660,FALSE
43470,"Columbea","chr4",44040000,44050000,836,FALSE
43474,"Columbea","chr4",44130000,44140000,280,TRUE
43475,"Columbea","chr4",44140000,44150000,3,TRUE
43476,"Columbea","chr4",44150000,44160000,581,TRUE
43477,"Columbea","chr4",44170000,44180000,200,TRUE
43478,"Columbea","chr4",44180000,44190000,15,TRUE
43479,"Columbea","chr4",44190000,44200000,0,TRUE
43480,"Columbea","chr4",44200000,44210000,1,TRUE
43481,"Columbea","chr4",44230000,44240000,425,TRUE
43482,"Columbea","chr4",44260000,44270000,139,TRUE
43483,"Columbea","chr4",44270000,44280000,122,TRUE
43484,"Columbea","chr4",44280000,44290000,389,TRUE
43485,"Columbea","chr4",44300000,44310000,177,TRUE
43487,"Columbea","chr4",44310000,44320000,999,TRUE
43488,"Columbea","chr4",44350000,44360000,463,TRUE
43489,"Columbea","chr4",44370000,44380000,217,TRUE
43491,"Columbea","chr4",44390000,44400000,0,TRUE
43492,"Columbea","chr4",44400000,44410000,1,TRUE
43494,"Columbea","chr4",44410000,44420000,547,TRUE
43495,"Columbea","chr4",44420000,44430000,425,TRUE
43496,"Columbea","chr4",44430000,44440000,904,TRUE
43497,"Columbea","chr4",44440000,44450000,1,TRUE
43498,"Columbea","chr4",44450000,44460000,1,TRUE
43499,"Columbea","chr4",44460000,44470000,674,TRUE
43500,"Columbea","chr4",44470000,44480000,1,TRUE
43501,"Columbea","chr4",44480000,44490000,765,TRUE
43502,"Columbea","chr4",44490000,44500000,20,TRUE
43503,"Columbea","chr4",44500000,44510000,0,TRUE
43506,"Columbea","chr4",44520000,44530000,0,TRUE
43507,"Columbea","chr4",44530000,44540000,950,TRUE
43508,"Columbea","chr4",44540000,44550000,1,TRUE
43509,"Columbea","chr4",44550000,44560000,779,TRUE
43510,"Columbea","chr4",44560000,44570000,761,TRUE
43511,"Columbea","chr4",44570000,44580000,238,TRUE
43513,"Columbea","chr4",44590000,44600000,39,TRUE
43514,"Columbea","chr4",44600000,44610000,485,TRUE
43516,"Columbea","chr4",44610000,44620000,311,TRUE
43518,"Columbea","chr4",44630000,44640000,18,TRUE
43519,"Columbea","chr4",44640000,44650000,31,TRUE
43520,"Columbea","chr4",44650000,44660000,335,TRUE
43522,"Columbea","chr4",44730000,44740000,1,TRUE
43523,"Columbea","chr4",44750000,44760000,456,TRUE
43524,"Columbea","chr4",44760000,44770000,230,TRUE
43525,"Columbea","chr4",44770000,44780000,267,TRUE
43526,"Columbea","chr4",44790000,44800000,132,TRUE
43527,"Columbea","chr4",44800000,44810000,858,TRUE
43529,"Columbea","chr4",44810000,44820000,80,TRUE
43530,"Columbea","chr4",44820000,44830000,1,TRUE
43531,"Columbea","chr4",44830000,44840000,740,TRUE
43532,"Columbea","chr4",44840000,44850000,5,TRUE
43533,"Columbea","chr4",44850000,44860000,423,TRUE
43534,"Columbea","chr4",44860000,44870000,541,TRUE
43535,"Columbea","chr4",44870000,44880000,1,TRUE
43543,"Columbea","chr4",44950000,44960000,88,TRUE
43544,"Columbea","chr4",44960000,44970000,618,TRUE
43546,"Columbea","chr4",44980000,44990000,788,TRUE
43547,"Columbea","chr4",44990000,45000000,763,TRUE
43548,"Columbea","chr4",45000000,45010000,410,TRUE
43550,"Columbea","chr4",45020000,45030000,999,TRUE
43554,"Columbea","chr4",45140000,45150000,143,TRUE
43555,"Columbea","chr4",45160000,45170000,999,TRUE
43556,"Columbea","chr4",45200000,45210000,999,TRUE
43558,"Columbea","chr4",45220000,45230000,594,TRUE
43560,"Columbea","chr4",45310000,45320000,715,TRUE
43561,"Columbea","chr4",45320000,45330000,706,TRUE
43562,"Columbea","chr4",45330000,45340000,749,TRUE
43563,"Columbea","chr4",45340000,45350000,179,TRUE
43564,"Columbea","chr4",45350000,45360000,778,TRUE
43565,"Columbea","chr4",45390000,45400000,541,TRUE
43568,"Columbea","chr4",45410000,45420000,587,TRUE
43569,"Columbea","chr4",45420000,45430000,1,TRUE
43570,"Columbea","chr4",45430000,45440000,715,TRUE
43571,"Columbea","chr4",45440000,45450000,379,TRUE
43572,"Columbea","chr4",45450000,45460000,2,TRUE
43573,"Columbea","chr4",45460000,45470000,1,TRUE
43574,"Columbea","chr4",45470000,45480000,603,TRUE
43576,"Columbea","chr4",45590000,45600000,926,TRUE
43577,"Columbea","chr4",45600000,45610000,766,TRUE
43579,"Columbea","chr4",45610000,45620000,272,TRUE
43580,"Columbea","chr4",45620000,45630000,92,TRUE
43581,"Columbea","chr4",45630000,45640000,644,TRUE
43582,"Columbea","chr4",45640000,45650000,405,TRUE
43583,"Columbea","chr4",45650000,45660000,0,TRUE
43584,"Columbea","chr4",45660000,45670000,70,TRUE
43585,"Columbea","chr4",45670000,45680000,999,TRUE
43586,"Columbea","chr4",45680000,45690000,684,TRUE
43587,"Columbea","chr4",45700000,45710000,1,TRUE
43589,"Columbea","chr4",45710000,45720000,930,TRUE
43590,"Columbea","chr4",45800000,45810000,236,TRUE
43593,"Columbea","chr4",45900000,45910000,176,TRUE
43595,"Columbea","chr4",45920000,45930000,748,TRUE
43599,"Columbea","chr4",45980000,45990000,143,TRUE
43600,"Columbea","chr4",46000000,46010000,24,TRUE
43602,"Columbea","chr4",46010000,46020000,889,TRUE
43603,"Columbea","chr4",46020000,46030000,841,TRUE
43604,"Columbea","chr4",46040000,46050000,870,TRUE
43605,"Columbea","chr4",46050000,46060000,1,TRUE
43606,"Columbea","chr4",46060000,46070000,51,TRUE
43607,"Columbea","chr4",46070000,46080000,315,TRUE
43608,"Columbea","chr4",46080000,46090000,266,TRUE
43610,"Columbea","chr4",46100000,46110000,0,TRUE
43612,"Columbea","chr4",46110000,46120000,30,TRUE
43613,"Columbea","chr4",46130000,46140000,758,TRUE
43614,"Columbea","chr4",46140000,46150000,906,TRUE
43615,"Columbea","chr4",46150000,46160000,341,TRUE
43616,"Columbea","chr4",46160000,46170000,852,TRUE
43618,"Columbea","chr4",46180000,46190000,193,TRUE
43619,"Columbea","chr4",46190000,46200000,1,TRUE
43620,"Columbea","chr4",46200000,46210000,243,TRUE
43622,"Columbea","chr4",46210000,46220000,1,TRUE
43623,"Columbea","chr4",46220000,46230000,0,TRUE
43624,"Columbea","chr4",46250000,46260000,161,TRUE
43625,"Columbea","chr4",46260000,46270000,80,TRUE
43626,"Columbea","chr4",46270000,46280000,801,TRUE
43627,"Columbea","chr4",46280000,46290000,915,TRUE
43628,"Columbea","chr4",46290000,46300000,999,TRUE
43630,"Columbea","chr4",46400000,46410000,451,TRUE
43632,"Columbea","chr4",46410000,46420000,973,TRUE
43634,"Columbea","chr4",46450000,46460000,999,TRUE
43637,"Columbea","chr4",46480000,46490000,1,TRUE
43639,"Columbea","chr4",46500000,46510000,1,TRUE
43641,"Columbea","chr4",46510000,46520000,1000,TRUE
43642,"Columbea","chr4",46520000,46530000,1,TRUE
43643,"Columbea","chr4",46530000,46540000,648,TRUE
43644,"Columbea","chr4",46540000,46550000,1,TRUE
43645,"Columbea","chr4",46550000,46560000,797,TRUE
43646,"Columbea","chr4",46560000,46570000,843,TRUE
43649,"Columbea","chr4",46590000,46600000,596,TRUE
43650,"Columbea","chr4",46600000,46610000,739,TRUE
43652,"Columbea","chr4",46610000,46620000,612,TRUE
43653,"Columbea","chr4",46620000,46630000,0,TRUE
43655,"Columbea","chr4",46640000,46650000,1,TRUE
43656,"Columbea","chr4",46650000,46660000,999,TRUE
43657,"Columbea","chr4",46660000,46670000,971,TRUE
43659,"Columbea","chr4",46680000,46690000,612,TRUE
43661,"Columbea","chr4",46700000,46710000,949,TRUE
43663,"Columbea","chr4",46710000,46720000,754,TRUE
43664,"Columbea","chr4",46720000,46730000,1000,TRUE
43665,"Columbea","chr4",46730000,46740000,203,TRUE
43667,"Columbea","chr4",46750000,46760000,2,TRUE
43668,"Columbea","chr4",46760000,46770000,6,TRUE
43669,"Columbea","chr4",46770000,46780000,868,TRUE
43671,"Columbea","chr4",46790000,46800000,20,TRUE
43672,"Columbea","chr4",46800000,46810000,1,TRUE
43674,"Columbea","chr4",46810000,46820000,1,TRUE
43675,"Columbea","chr4",46820000,46830000,157,TRUE
43677,"Columbea","chr4",46840000,46850000,665,TRUE
43678,"Columbea","chr4",46850000,46860000,580,TRUE
43679,"Columbea","chr4",46860000,46870000,906,TRUE
43680,"Columbea","chr4",46870000,46880000,777,TRUE
43681,"Columbea","chr4",46880000,46890000,984,TRUE
43686,"Columbea","chr4",46920000,46930000,0,TRUE
43687,"Columbea","chr4",46930000,46940000,960,TRUE
43689,"Columbea","chr4",46950000,46960000,651,TRUE
43690,"Columbea","chr4",46960000,46970000,916,TRUE
43691,"Columbea","chr4",46990000,47000000,4,TRUE
43692,"Columbea","chr4",47000000,47010000,313,TRUE
43694,"Columbea","chr4",47010000,47020000,1,TRUE
43695,"Columbea","chr4",47020000,47030000,158,TRUE
43697,"Columbea","chr4",47040000,47050000,448,TRUE
43698,"Columbea","chr4",47050000,47060000,1,TRUE
43699,"Columbea","chr4",47060000,47070000,920,TRUE
43701,"Columbea","chr4",47080000,47090000,1000,TRUE
43703,"Columbea","chr4",47100000,47110000,115,TRUE
43705,"Columbea","chr4",47110000,47120000,0,TRUE
43706,"Columbea","chr4",47120000,47130000,928,TRUE
43707,"Columbea","chr4",47130000,47140000,1000,TRUE
43708,"Columbea","chr4",47140000,47150000,0,TRUE
43710,"Columbea","chr4",47160000,47170000,439,TRUE
43712,"Columbea","chr4",47180000,47190000,1,TRUE
43713,"Columbea","chr4",47190000,47200000,849,TRUE
43714,"Columbea","chr4",47200000,47210000,510,TRUE
43716,"Columbea","chr4",47210000,47220000,0,TRUE
43717,"Columbea","chr4",47220000,47230000,1000,TRUE
43718,"Columbea","chr4",47230000,47240000,1,TRUE
43719,"Columbea","chr4",47240000,47250000,999,TRUE
43720,"Columbea","chr4",47250000,47260000,790,TRUE
43721,"Columbea","chr4",47260000,47270000,225,TRUE
43722,"Columbea","chr4",47270000,47280000,168,TRUE
43724,"Columbea","chr4",47290000,47300000,1,TRUE
43725,"Columbea","chr4",47300000,47310000,2,TRUE
43726,"Columbea","chr4",47310000,47320000,102,TRUE
43727,"Columbea","chr4",47320000,47330000,66,TRUE
43728,"Columbea","chr4",47330000,47340000,998,TRUE
43729,"Columbea","chr4",47340000,47350000,562,TRUE
43730,"Columbea","chr4",47350000,47360000,369,TRUE
43731,"Columbea","chr4",47360000,47370000,1000,TRUE
43732,"Columbea","chr4",47370000,47380000,111,TRUE
43733,"Columbea","chr4",47380000,47390000,880,TRUE
43734,"Columbea","chr4",47390000,47400000,830,TRUE
43735,"Columbea","chr4",47400000,47410000,1,TRUE
43736,"Columbea","chr4",47410000,47420000,0,TRUE
43737,"Columbea","chr4",47420000,47430000,650,TRUE
43738,"Columbea","chr4",47430000,47440000,900,TRUE
43739,"Columbea","chr4",47440000,47450000,0,TRUE
43740,"Columbea","chr4",47450000,47460000,1,TRUE
43741,"Columbea","chr4",47460000,47470000,81,TRUE
43743,"Columbea","chr4",47480000,47490000,878,TRUE
43744,"Columbea","chr4",47490000,47500000,1,TRUE
43745,"Columbea","chr4",47500000,47510000,682,TRUE
43746,"Columbea","chr4",47510000,47520000,1000,TRUE
43747,"Columbea","chr4",47520000,47530000,13,TRUE
43748,"Columbea","chr4",47530000,47540000,1,TRUE
43749,"Columbea","chr4",47800000,47810000,351,TRUE
43750,"Columbea","chr4",47810000,47820000,22,TRUE
43752,"Columbea","chr4",47830000,47840000,859,TRUE
43753,"Columbea","chr4",47840000,47850000,618,TRUE
43754,"Columbea","chr4",47850000,47860000,224,TRUE
43755,"Columbea","chr4",47870000,47880000,535,TRUE
43756,"Columbea","chr4",47880000,47890000,717,TRUE
43757,"Columbea","chr4",47890000,47900000,485,TRUE
43758,"Columbea","chr4",47900000,47910000,1,TRUE
43760,"Columbea","chr4",47910000,47920000,503,TRUE
43761,"Columbea","chr4",47920000,47930000,62,TRUE
43762,"Columbea","chr4",47930000,47940000,3,TRUE
43763,"Columbea","chr4",47940000,47950000,580,TRUE
43765,"Columbea","chr4",47960000,47970000,496,TRUE
43766,"Columbea","chr4",47970000,47980000,828,TRUE
43767,"Columbea","chr4",47980000,47990000,149,TRUE
43768,"Columbea","chr4",47990000,48000000,1,TRUE
43769,"Columbea","chr4",48000000,48010000,882,TRUE
43772,"Columbea","chr4",48010000,48020000,19,TRUE
43774,"Columbea","chr4",48030000,48040000,921,TRUE
43775,"Columbea","chr4",48040000,48050000,1,TRUE
43776,"Columbea","chr4",48050000,48060000,163,TRUE
43777,"Columbea","chr4",48060000,48070000,196,TRUE
43778,"Columbea","chr4",48070000,48080000,972,TRUE
43779,"Columbea","chr4",48080000,48090000,105,TRUE
43781,"Columbea","chr4",48100000,48110000,0,TRUE
43783,"Columbea","chr4",48110000,48120000,724,TRUE
43784,"Columbea","chr4",48120000,48130000,980,TRUE
43785,"Columbea","chr4",48130000,48140000,873,TRUE
43786,"Columbea","chr4",48140000,48150000,0,TRUE
43787,"Columbea","chr4",48150000,48160000,365,TRUE
43788,"Columbea","chr4",48160000,48170000,3,TRUE
43789,"Columbea","chr4",48170000,48180000,1,TRUE
43790,"Columbea","chr4",48180000,48190000,164,TRUE
43791,"Columbea","chr4",48200000,48210000,999,TRUE
43793,"Columbea","chr4",48210000,48220000,754,TRUE
43794,"Columbea","chr4",48220000,48230000,580,TRUE
43797,"Columbea","chr4",48250000,48260000,1,TRUE
43798,"Columbea","chr4",48260000,48270000,747,TRUE
43799,"Columbea","chr4",48270000,48280000,455,TRUE
43800,"Columbea","chr4",48280000,48290000,998,TRUE
43801,"Columbea","chr4",48290000,48300000,900,TRUE
43802,"Columbea","chr4",48300000,48310000,858,TRUE
43804,"Columbea","chr4",48310000,48320000,0,TRUE
43805,"Columbea","chr4",48320000,48330000,5,TRUE
43806,"Columbea","chr4",48330000,48340000,130,TRUE
43807,"Columbea","chr4",48340000,48350000,1,TRUE
43808,"Columbea","chr4",48350000,48360000,304,TRUE
43810,"Columbea","chr4",48370000,48380000,20,TRUE
43811,"Columbea","chr4",48380000,48390000,909,TRUE
43812,"Columbea","chr4",48390000,48400000,562,TRUE
43813,"Columbea","chr4",48400000,48410000,456,TRUE
43815,"Columbea","chr4",48410000,48420000,1,TRUE
43816,"Columbea","chr4",48420000,48430000,412,TRUE
43817,"Columbea","chr4",48430000,48440000,169,TRUE
43818,"Columbea","chr4",48440000,48450000,992,TRUE
43819,"Columbea","chr4",48450000,48460000,399,TRUE
43820,"Columbea","chr4",48460000,48470000,49,TRUE
43821,"Columbea","chr4",48470000,48480000,897,TRUE
43822,"Columbea","chr4",48480000,48490000,317,TRUE
43823,"Columbea","chr4",48490000,48500000,566,TRUE
43825,"Columbea","chr4",48560000,48570000,619,TRUE
43826,"Columbea","chr4",48570000,48580000,79,TRUE
43855,"Columbea","chr4",49050000,49060000,319,TRUE
43856,"Columbea","chr4",49080000,49090000,786,TRUE
43857,"Columbea","chr4",49090000,49100000,778,TRUE
43858,"Columbea","chr4",49100000,49110000,973,TRUE
43860,"Columbea","chr4",49110000,49120000,0,TRUE
43861,"Columbea","chr4",49120000,49130000,459,TRUE
43862,"Columbea","chr4",49140000,49150000,1,TRUE
43863,"Columbea","chr4",49150000,49160000,326,TRUE
43865,"Columbea","chr4",49300000,49310000,3,TRUE
43867,"Columbea","chr4",49310000,49320000,999,TRUE
43868,"Columbea","chr4",49320000,49330000,63,TRUE
43869,"Columbea","chr4",49330000,49340000,1,TRUE
43870,"Columbea","chr4",49390000,49400000,576,TRUE
43874,"Columbea","chr4",49510000,49520000,3,TRUE
43875,"Columbea","chr4",49520000,49530000,896,TRUE
43876,"Columbea","chr4",49560000,49570000,923,TRUE
43877,"Columbea","chr4",49570000,49580000,898,TRUE
43878,"Columbea","chr4",49580000,49590000,999,TRUE
43879,"Columbea","chr4",49590000,49600000,436,TRUE
43880,"Columbea","chr4",49600000,49610000,521,TRUE
43882,"Columbea","chr4",49610000,49620000,473,TRUE
43883,"Columbea","chr4",49620000,49630000,298,TRUE
43891,"Columbea","chr4",49870000,49880000,999,TRUE
43893,"Columbea","chr4",49890000,49900000,35,TRUE
43895,"Columbea","chr4",49980000,49990000,491,TRUE
43897,"Columbea","chr4",50000000,50010000,963,TRUE
43898,"Columbea","chr4",50010000,50020000,1,TRUE
43899,"Columbea","chr4",50020000,50030000,142,TRUE
43901,"Columbea","chr4",50040000,50050000,0,TRUE
43902,"Columbea","chr4",50050000,50060000,319,TRUE
43903,"Columbea","chr4",50060000,50070000,0,TRUE
43904,"Columbea","chr4",50070000,50080000,831,TRUE
43905,"Columbea","chr4",50080000,50090000,1,TRUE
43906,"Columbea","chr4",50090000,50100000,1000,TRUE
43908,"Columbea","chr4",50110000,50120000,646,TRUE
43909,"Columbea","chr4",50120000,50130000,999,TRUE
43911,"Columbea","chr4",50200000,50210000,162,TRUE
43912,"Columbea","chr4",50210000,50220000,785,TRUE
43913,"Columbea","chr4",50220000,50230000,591,TRUE
43914,"Columbea","chr4",50230000,50240000,870,TRUE
43915,"Columbea","chr4",50240000,50250000,56,TRUE
43917,"Columbea","chr4",50270000,50280000,912,TRUE
43918,"Columbea","chr4",50290000,50300000,999,TRUE
43919,"Columbea","chr4",50310000,50320000,934,TRUE
43920,"Columbea","chr4",50320000,50330000,0,TRUE
43921,"Columbea","chr4",50330000,50340000,1,TRUE
43922,"Columbea","chr4",50340000,50350000,803,TRUE
43926,"Columbea","chr4",50390000,50400000,361,TRUE
43927,"Columbea","chr4",50400000,50410000,0,TRUE
43928,"Columbea","chr4",50410000,50420000,1000,TRUE
43929,"Columbea","chr4",50420000,50430000,225,TRUE
43933,"Columbea","chr4",50460000,50470000,550,TRUE
43936,"Columbea","chr4",50670000,50680000,448,TRUE
43937,"Columbea","chr4",50680000,50690000,844,TRUE
43938,"Columbea","chr4",50690000,50700000,1,TRUE
43940,"Columbea","chr4",50710000,50720000,422,TRUE
43941,"Columbea","chr4",50720000,50730000,1,TRUE
43942,"Columbea","chr4",50730000,50740000,378,TRUE
43943,"Columbea","chr4",50740000,50750000,0,TRUE
43944,"Columbea","chr4",50750000,50760000,261,TRUE
43945,"Columbea","chr4",50760000,50770000,74,TRUE
43946,"Columbea","chr4",50770000,50780000,2,TRUE
43947,"Columbea","chr4",50780000,50790000,805,TRUE
43948,"Columbea","chr4",50790000,50800000,999,TRUE
43949,"Columbea","chr4",50800000,50810000,648,TRUE
43950,"Columbea","chr4",50810000,50820000,648,TRUE
43951,"Columbea","chr4",50820000,50830000,120,TRUE
43952,"Columbea","chr4",50830000,50840000,260,TRUE
43953,"Columbea","chr4",50840000,50850000,602,TRUE
43954,"Columbea","chr4",50850000,50860000,504,TRUE
43955,"Columbea","chr4",50860000,50870000,1,TRUE
43956,"Columbea","chr4",50870000,50880000,973,TRUE
